set,lens,photo,raw_file,cam_make,cam_model,lens_model,focal_length_mm,fnumber,iso,exposure_time,focus_distance
train,olympus_macro_lens,engraved_jar,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,engraved_jar,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,knife_orange_pieces1,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,knife_orange_pieces1,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.025,
train,olympus_macro_lens,tux,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,tux,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.01666666667,
train,olympus_macro_lens,chess_piece1,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,chess_piece1,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,iphone_camera,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.125,
train,olympus_macro_lens,coin1,burst_0.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_1.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_10.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_11.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_12.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_13.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_14.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_15.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_16.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_17.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_18.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_19.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_2.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_20.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_21.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_22.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_23.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_24.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_25.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_26.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_27.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_28.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_29.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_3.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_4.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_5.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_6.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_7.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_8.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,coin1,burst_9.rw2,Panasonic,DC-GX9,,60,8,200,0.625,
train,olympus_macro_lens,volleyball,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,volleyball,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,flower7,burst_0.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_1.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_10.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_11.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_12.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_13.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_14.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_15.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_16.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_17.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_18.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_19.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_2.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_20.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_21.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower7,burst_22.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
